epsilon_x opt,epsilon_y opt,epsilon_z opt,exfoliation_en,structure,e_form,structure initial,jid,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,mpid,gap opt,composition
2.6076,3.5072,2.1424,87.602575,"Full Formula (Sn2 S2)
Reduced Formula: SnS
abc   :   3.759833   5.766505  24.106581
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Sn    -0    0.25  0.078036  [0.0, 0.0, 0.0]
  1  Sn     0.5  0.75  0.173069  [0.0, 0.0, 0.0]
  2  S      0    0.75  0.098353  [0.0, 0.0, 0.0]
  3  S      0.5  0.25  0.152753  [0.0, 0.0, 0.0]",-0.362,"Full Formula (Sn2 S2)
Reduced Formula: SnS
abc   :   3.805559   5.792169  24.106581
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a     b         c
---  ----  ---  ----  --------
  0  Sn    0    0.25  0.079403
  1  Sn    0.5  0.75  0.171702
  2  S     0    0.75  0.097589
  3  S     0.5  0.25  0.153517",JVASP-19989,,,,,mp-1379,1.8951,Sn2 S2
6.6092,4.8701,3.6802,58.534625,"Full Formula (Hf2 Se6)
Reduced Formula: HfSe3
abc   :   5.435598   3.732351  26.345520
angles:  90.000000  96.194782  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Hf    0.720472  0.75  0.44352   [0.0, 0.0, 0.0]
  1  Hf    0.279528  0.25  0.55648   [0.0, 0.0, 0.0]
  2  Se    0.908834  0.25  0.381955  [0.0, 0.0, 0.0]
  3  Se    0.46773   0.25  0.381963  [0.0, 0.0, 0.0]
  4  Se    0.240005  0.75  0.480876  [0.0, 0.0, 0.0]
  5  Se    0.759995  0.25  0.519124  [0.0, 0.0, 0.0]
  6  Se    0.091166  0.75  0.618045  [0.0, 0.0, 0.0]
  7  Se    0.53227   0.75  0.618037  [0.0, 0.0, 0.0]",-0.986,"Full Formula (Hf2 Se6)
Reduced Formula: HfSe3
abc   :   5.448196   3.749518  26.345520
angles:  90.000000  96.180403  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c
---  ----  --------  ----  --------
  0  Hf    0.72059   0.75  0.443472
  1  Hf    0.27941   0.25  0.556528
  2  Se    0.907572  0.25  0.38179
  3  Se    0.46904   0.25  0.381842
  4  Se    0.240103  0.75  0.480866
  5  Se    0.759897  0.25  0.519134
  6  Se    0.092428  0.75  0.61821
  7  Se    0.53096   0.75  0.618158",JVASP-27870,,,,,mp-15622,0.0343,Hf2 Se6
3.8502,5.7582,2.4643,111.75575,"Full Formula (P4)
Reduced Formula: P
abc   :   3.322355   4.578869  22.120663
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP       a         b          c  velocities
---  ----  ----  --------  ---------  ---------------
  0  P      0.5  0.086688  -0.000238  [0.0, 0.0, 0.0]
  1  P      0    0.586688   0.096106  [0.0, 0.0, 0.0]
  2  P      0.5  0.913312   0.096106  [0.0, 0.0, 0.0]
  3  P     -0    0.413312  -0.000238  [0.0, 0.0, 0.0]",0.112,"Full Formula (P4)
Reduced Formula: P
abc   :   3.306110   4.552418  22.120663
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  P     0.5  0.086516  0
  1  P     0    0.586516  0.095868
  2  P     0.5  0.913484  0.095868
  3  P     0    0.413484  0",JVASP-60235,,,,,mp-157,0.848,P4
1.6062,1.6421,1.8002,245.3681429,"Full Formula (Nb2 O5)
Reduced Formula: Nb2O5
abc   :   3.860440   6.483589  24.146844
angles:  89.743071  90.000000 107.321133
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.148819  0.297643  0.110587  [0.0, 0.0, 0.0]
  1  Nb    0.851269  0.702526  0.061159  [0.0, 0.0, 0.0]
  2  O     0.146276  0.29256   0.182386  [0.0, 0.0, 0.0]
  3  O     0.000146  0.000294  0.085708  [0.0, 0.0, 0.0]
  4  O     0.684377  0.368757  0.089403  [0.0, 0.0, 0.0]
  5  O     0.315846  0.631683  0.082494  [0.0, 0.0, 0.0]
  6  O     0.853266  0.706539  0.989355  [0.0, 0.0, 0.0]",-2.441,"Full Formula (Nb2 O5)
Reduced Formula: Nb2O5
abc   :   3.815370   6.648803  24.146844
angles:  89.749455  90.000000 106.673743
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Nb    0.147185  0.294369  0.107507
  1  Nb    0.852815  0.705631  0.064234
  2  O     0.146012  0.292025  0.179319
  3  O     0         0         0.08587
  4  O     0.682276  0.364552  0.083283
  5  O     0.317724  0.635448  0.088458
  6  O     0.853988  0.707975  0.992422",JVASP-60236,,,,,mp-1595,3.1074,Nb2 O5
9.5614,9.548,6.5749,205.3895333,"Full Formula (Ba2 N1)
Reduced Formula: Ba2N
abc   :   3.971977   3.971977  25.826099
angles:  90.000000  90.000000 119.995605
pbc   :       True       True       True
Sites (3)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Ba    5e-06     -5e-06     0.235759  [0.0, 0.0, 0.0]
  1  Ba    0.333319   0.666681  0.35341   [0.0, 0.0, 0.0]
  2  N     0.666676   0.333324  0.294581  [0.0, 0.0, 0.0]",-0.348,"Full Formula (Ba2 N1)
Reduced Formula: Ba2N
abc   :   4.064300   4.064300  25.826099
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (3)
  #  SP         a       b         c
---  ----  ------  ------  --------
  0  Ba    0       0       0.23625
  1  Ba    0.3333  0.6667  0.352917
  2  N     0.6667  0.3333  0.294583",JVASP-27727,,,,,mp-1892,0.0862,Ba2 N1
3.3229,3.3229,2.873,221.5064286,"Full Formula (Ba2 Zr1 S4)
Reduced Formula: Ba2ZrS4
abc   :   4.917506   4.917506  25.889900
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP      a     b         c  velocities
---  ----  ---  ----  --------  ---------------
  0  Ba    0     0    0.220522  [0.0, 0.0, 0.0]
  1  Ba    0    -0    0.393227  [0.0, 0.0, 0.0]
  2  S     0.5   0.5  0.206221  [0.0, 0.0, 0.0]
  3  S     0.5  -0    0.306874  [0.0, 0.0, 0.0]
  4  S     0     0.5  0.306874  [0.0, 0.0, 0.0]
  5  S     0.5   0.5  0.407528  [0.0, 0.0, 0.0]
  6  Zr    0.5   0.5  0.306874  [0.0, 0.0, 0.0]",-1.868,"Full Formula (Ba2 Zr1 S4)
Reduced Formula: Ba2ZrS4
abc   :   5.010900   5.010900  25.889900
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Ba    0    0    0.219906
  1  Ba    0    0    0.393843
  2  S     0.5  0.5  0.206711
  3  S     0.5  0    0.306874
  4  S     0    0.5  0.306874
  5  S     0.5  0.5  0.407038
  6  Zr    0.5  0.5  0.306874",JVASP-19579,0.7251,3.0029,3.0052,2.5622,mp-3813,0.5558,Ba2 S4 Zr1
20.043,19.9643,1.6518,464.3363333,"Full Formula (Ni2 P4)
Reduced Formula: NiP2
abc   :   5.567573   5.567704  20.605842
angles:  93.830750  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Ni    0         -0         0.014701  [0.0, 0.0, 0.0]
  1  Ni    0.5        0.5       0.014701  [0.0, 0.0, 0.0]
  2  P     0.366807   0.866802  0.014684  [0.0, 0.0, 0.0]
  3  P     0.866807   0.633198  0.014717  [0.0, 0.0, 0.0]
  4  P     0.133193   0.366802  0.014684  [0.0, 0.0, 0.0]
  5  P     0.633193   0.133198  0.014717  [0.0, 0.0, 0.0]",0.092,"Full Formula (Ni2 P4)
Reduced Formula: NiP2
abc   :   5.517467   5.551438  20.605842
angles:  93.841991  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni    0         0         0.014701
  1  Ni    0.5       0.5       0.014701
  2  P     0.367421  0.866146  0.012751
  3  P     0.867421  0.633854  0.01665
  4  P     0.132579  0.366146  0.012751
  5  P     0.632579  0.133854  0.01665",JVASP-60369,,,,,mp-486,0.217,Ni2 P4
1.3958,1.5323,1.4489,136.513,"Full Formula (Ag1 N1 O2)
Reduced Formula: AgNO2
abc   :   3.158280   4.899238  26.334500
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a         b         c  velocities
---  ----  ---  --------  --------  ---------------
  0  Ag    0.5  0.543195  0.12027   [0.0, 0.0, 0.0]
  1  N     0.5  0.107803  0.12027   [0.0, 0.0, 0.0]
  2  O     0.5  0.974551  0.161023  [0.0, 0.0, 0.0]
  3  O     0.5  0.974551  0.079517  [0.0, 0.0, 0.0]",-0.025,"Full Formula (Ag1 N1 O2)
Reduced Formula: AgNO2
abc   :   3.908400   5.107300  26.334500
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a       b         c
---  ----  ---  ------  --------
  0  Ag    0.5  0.5434  0.12027
  1  N     0.5  0.1071  0.12027
  2  O     0.5  0.9748  0.160897
  3  O     0.5  0.9748  0.079643",JVASP-19583,,,,,mp-5770,1.2378,Ag1 N1 O2
20.7524,20.7524,11.4611,1604.038286,"Full Formula (Mg2 Si1 O4)
Reduced Formula: Mg2SiO4
abc   :   3.497465   3.497465  27.510438
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP      a     b         c  velocities
---  ----  ---  ----  --------  ---------------
  0  Mg    0.5   0.5  0.371813  [0.0, 0.0, 0.0]
  1  Mg    0.5   0.5  0.628187  [0.0, 0.0, 0.0]
  2  Si    0.5   0.5  0.5       [0.0, 0.0, 0.0]
  3  O     0.5   0.5  0.437453  [0.0, 0.0, 0.0]
  4  O     0.5   0.5  0.562547  [0.0, 0.0, 0.0]
  5  O     0.5  -0    0.5       [0.0, 0.0, 0.0]
  6  O     0     0.5  0.5       [0.0, 0.0, 0.0]",-1.063,"Full Formula (Mg2 Si1 O4)
Reduced Formula: Mg2SiO4
abc   :   3.499740   3.499740  27.510438
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Mg    0.5  0.5  0.363498
  1  Mg    0.5  0.5  0.636502
  2  Si    0.5  0.5  0.5
  3  O     0.5  0.5  0.434858
  4  O     0.5  0.5  0.565142
  5  O     0.5  0    0.5
  6  O     0    0.5  0.5",JVASP-28252,,,,,mp-7983,0.0146,Mg2 Si1 O4
7.7061,7.7061,5.5238,45.92945,"Full Formula (Ga2 Ge2 Te2)
Reduced Formula: GaGeTe
abc   :   4.106371   4.106371  28.289209
angles:  90.000000  90.000000 119.999994
pbc   :       True       True       True
Sites (6)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Ga     0.666666  0.333334  0.247909  [0.0, 0.0, 0.0]
  1  Ga     0.333334  0.666666  0.045108  [0.0, 0.0, 0.0]
  2  Ge     0.666666  0.333334  0.160822  [0.0, 0.0, 0.0]
  3  Ge     0.333334  0.666666  0.132195  [0.0, 0.0, 0.0]
  4  Te    -0         0         0.292998  [0.0, 0.0, 0.0]
  5  Te    -0         0         1.9e-05   [0.0, 0.0, 0.0]",-0.187,"Full Formula (Ga2 Ge2 Te2)
Reduced Formula: GaGeTe
abc   :   4.126406   4.126406  28.289209
angles:  90.000000  90.000000 119.999994
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ga    0.666666  0.333334  0.248107
  1  Ga    0.333334  0.666666  0.04491
  2  Ge    0.666666  0.333334  0.160709
  3  Ge    0.333334  0.666666  0.132308
  4  Te    0         0         0.293017
  5  Te    0         0         0",JVASP-60595,1.4241,4.687,4.6858,4.0087,mp-8211,0.5378,Ga2 Ge2 Te2
4.5306,4.0661,2.5351,128.90485,"Full Formula (Sn4 S4)
Reduced Formula: SnS
abc   :   5.815576   5.885227  25.236193
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sn    0.210146  0.552059  0.280902  [0.0, 0.0, 0.0]
  1  Sn    0.210146  0.052059  0.164339  [0.0, 0.0, 0.0]
  2  Sn    0.710146  0.552059  0.164339  [0.0, 0.0, 0.0]
  3  Sn    0.710146  0.052059  0.280902  [0.0, 0.0, 0.0]
  4  S     0.210146  0.512957  0.178736  [0.0, 0.0, 0.0]
  5  S     0.210146  0.012957  0.266506  [0.0, 0.0, 0.0]
  6  S     0.710146  0.512957  0.266506  [0.0, 0.0, 0.0]
  7  S     0.710146  0.012957  0.178736  [0.0, 0.0, 0.0]",-0.414,"Full Formula (Sn4 S4)
Reduced Formula: SnS
abc   :   5.851293   5.923086  25.236193
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sn    0.210146  0.551865  0.278536
  1  Sn    0.210146  0.051865  0.166705
  2  Sn    0.710146  0.551865  0.166705
  3  Sn    0.710146  0.051865  0.278536
  4  S     0.210146  0.513151  0.176606
  5  S     0.210146  0.013151  0.268636
  6  S     0.710146  0.513151  0.268636
  7  S     0.710146  0.013151  0.176606",JVASP-19586,,,,,mp-8781,1.5751,Sn4 S4
18.048,18.0481,9.8581,71.7172,"Full Formula (Te3 As2)
Reduced Formula: Te3As2
abc   :   4.074773   4.074773  30.306200
angles:  90.000000  90.000000 119.998136
pbc   :       True       True       True
Sites (5)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  As    1.2e-05   -1.2e-05   0.604265  [0.0, 0.0, 0.0]
  1  As    0.666675   0.333325  0.729058  [0.0, 0.0, 0.0]
  2  Te    0.666672   0.333328  0.551184  [0.0, 0.0, 0.0]
  3  Te    1e-06     -1e-06     0.78213   [0.0, 0.0, 0.0]
  4  Te    0.333339   0.666661  0.666664  [0.0, 0.0, 0.0]",0.064,"Full Formula (Te3 As2)
Reduced Formula: Te3As2
abc   :   4.089500   4.089500  30.306200
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (5)
  #  SP         a       b       c
---  ----  ------  ------  ------
  0  As    0       0       0.6049
  1  As    0.6667  0.3333  0.7284
  2  Te    0.6667  0.3333  0.5519
  3  Te    0       0       0.7814
  4  Te    0.3333  0.6667  0.6667",JVASP-31420,,,,,mp-9897,0.7472,As2 Te3
3.5037,3.4592,2.8305,55.688125,"Full Formula (Hf2 S6)
Reduced Formula: HfS3
abc   :   5.126665   3.600863  29.706028
angles:  90.000000  97.019139  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Hf    0.71678   0.25  0.116443  [0.0, 0.0, 0.0]
  1  Hf    0.28322   0.75  0.210293  [0.0, 0.0, 0.0]
  2  S     0.883802  0.75  0.063574  [0.0, 0.0, 0.0]
  3  S     0.474913  0.75  0.063571  [0.0, 0.0, 0.0]
  4  S     0.238553  0.25  0.147193  [0.0, 0.0, 0.0]
  5  S     0.761447  0.75  0.179543  [0.0, 0.0, 0.0]
  6  S     0.525087  0.25  0.263165  [0.0, 0.0, 0.0]
  7  S     0.116198  0.25  0.263162  [0.0, 0.0, 0.0]",-1.269,"Full Formula (Hf2 S6)
Reduced Formula: HfS3
abc   :   5.149210   3.611567  29.706028
angles:  90.000000  96.988253  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c
---  ----  --------  ----  --------
  0  Hf    0.716894  0.25  0.11655
  1  Hf    0.283106  0.75  0.210186
  2  S     0.883513  0.75  0.063923
  3  S     0.478186  0.75  0.063461
  4  S     0.238634  0.25  0.14714
  5  S     0.761366  0.75  0.179596
  6  S     0.521814  0.25  0.263275
  7  S     0.116487  0.25  0.262813",JVASP-13551,,,,,mp-9922,1.2087,Hf2 S6
8.5711,8.5711,3.2334,67.29823333,"Full Formula (Ni1 S2)
Reduced Formula: NiS2
abc   :   3.336606   3.336606  22.362361
angles:  90.000000  90.000000 119.999992
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ni    0.666667  0.333333  0.5       [0.0, 0.0, 0.0]
  1  S     0         0         0.553159  [0.0, 0.0, 0.0]
  2  S     0.333333  0.666667  0.446841  [0.0, 0.0, 0.0]",-0.219,"Full Formula (Ni1 S2)
Reduced Formula: NiS2
abc   :   3.343045   3.343045  22.362361
angles:  90.000000  90.000000 119.999992
pbc   :       True       True       True
Sites (3)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Ni    0.666667  0.333333  0.5
  1  S     0         0         0.55282
  2  S     0.333333  0.666667  0.44718",JVASP-28295,,,,,mvc-11598,0.0314,Ni1 S2
1.7275,1.7275,1.4979,87.45933333,"Full Formula (Sn1 O2)
Reduced Formula: SnO2
abc   :   3.229618   3.229617  22.030751
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sn    0.333333  0.666667  0.5       [0.0, 0.0, 0.0]
  1  O     0         0         0.545682  [0.0, 0.0, 0.0]
  2  O     0.666667  0.333333  0.454318  [0.0, 0.0, 0.0]",-1.515,"Full Formula (Sn1 O2)
Reduced Formula: SnO2
abc   :   3.234187   3.234187  22.030751
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sn    0.333333  0.666667  0.5
  1  O     0         0         0.546089
  2  O     0.666667  0.333333  0.453911",JVASP-28296,3.0525,1.6404,1.6411,1.4319,mvc-11686,2.6399,Sn1 O2
3.1074,2.9098,2.2396,80.67775,"Full Formula (Sb2 N2)
Reduced Formula: SbN
abc   :   3.327164   3.918511  22.492520
angles:  91.303268  91.550819  90.001012
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sb    0.637802  0.792948  0.555364  [0.0, 0.0, 0.0]
  1  Sb    0.117555  0.278504  0.444647  [0.0, 0.0, 0.0]
  2  N     0.621736  0.973246  0.467532  [0.0, 0.0, 0.0]
  3  N     0.133611  0.48172   0.532479  [0.0, 0.0, 0.0]",0.411,"Full Formula (Sb2 N2)
Reduced Formula: SbN
abc   :   3.322500   3.910134  22.492520
angles:  91.306060  91.552996  90.217018
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sb    0.638368  0.79577   0.555128
  1  Sb    0.118244  0.279281  0.444872
  2  N     0.621125  0.970441  0.467114
  3  N     0.132967  0.480926  0.532908",JVASP-28311,,,,,mvc-15384,2.066,Sb2 N2
3.0904,3.2046,2.5351,151.9247375,"Full Formula (In2 Se2)
Reduced Formula: InSe
abc   :   4.069266   5.947395  20.091244
angles:  84.255800  83.968797  69.988848
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  In    0.008793  0.03097   0.948847  [0.0, 0.0, 0.0]
  1  In    0.264522  0.5549    0.9145    [0.0, 0.0, 0.0]
  2  Se    0.888093  0.379039  0.845912  [0.0, 0.0, 0.0]
  3  Se    0.385205  0.206854  0.017436  [0.0, 0.0, 0.0]",-0.343,"Full Formula (In2 Se2)
Reduced Formula: InSe
abc   :   3.970185   5.948138  20.091244
angles:  84.256520  83.817702  70.313321
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  In    0.007253  0.033636  0.951124
  1  In    0.266055  0.552244  0.912223
  2  Se    0.899104  0.36686   0.843199
  3  Se    0.374202  0.219023  0.020148",JVASP-60251,2.4046,2.517,2.5662,2.132,mp-21405,1.7152,In2 Se2
1.8669,2.3424,2.1576,96.57843333,"Full Formula (Hg2 I4)
Reduced Formula: HgI2
abc   :   4.668497   7.457017  28.381700
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Hg     0.5  0.155956  0.252745  [0.0, 0.0, 0.0]
  1  Hg    -0    0.655956  0.252745  [0.0, 0.0, 0.0]
  2  I      0.5  0.89647   0.187156  [0.0, 0.0, 0.0]
  3  I      0.5  0.414974  0.318463  [0.0, 0.0, 0.0]
  4  I      0    0.39647   0.187156  [0.0, 0.0, 0.0]
  5  I      0    0.914974  0.318463  [0.0, 0.0, 0.0]",-0.135,"Full Formula (Hg2 I4)
Reduced Formula: HgI2
abc   :   5.304400   7.652900  28.381700
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a       b         c
---  ----  ---  ------  --------
  0  Hg    0.5  0.1563  0.252653
  1  Hg    0    0.6563  0.252653
  2  I     0.5  0.9078  0.187437
  3  I     0.5  0.4033  0.318274
  4  I     0    0.4078  0.187437
  5  I     0    0.9033  0.318274",JVASP-20004,,,,,mp-23173,1.8769,Hg2 I4
